word_key,base_term,de_translation,level,category,word_world,mvp_reason,risk_type,review_decision,review_note,reviewer,reviewed_at
3dab5cbf-5140-412f-af0a-e94900321565,to water plants,Pflanzen gießen,A1,Home & Living,Home & Living,mvp_start_word_world:Home & Living,standard_review,approved_for_mvp,,Andreas,2026-05-31
cce228f9-33be-4aaa-b71e-140f535d5db4,air fryer,Heißluftfritteuse,A2,Food & Cooking; Home & Living,Food & Cooking; Home & Living,mvp_start_word_world:Home & Living,standard_review,approved_for_mvp,,Andreas,2026-05-31
67261b83-a5f7-4555-9c7c-46c2b459bfaf,air purifier,Luftreiniger,A2,Home & Living,Home & Living,mvp_start_word_world:Home & Living,standard_review,approved_for_mvp,,Andreas,2026-05-31
3e3360ec-0977-46b1-a858-703126197fb8,baking tray,Backblech,A2,Food & Cooking; Home & Living,Food & Cooking; Home & Living,mvp_start_word_world:Home & Living,standard_review,approved_for_mvp,,Andreas,2026-05-31
1e944253-dfb6-415e-a139-f11903179d07,bright,hell,A2,A2; Home & Living,Home & Living,mvp_start_word_world:Home & Living,structure_issue,approved_for_mvp,,Andreas,2026-05-31
dc8600c5-5b42-448f-9585-d970dbfb4645,broom,Besen,A2,Home & Living,Home & Living,mvp_start_word_world:Home & Living,standard_review,approved_for_mvp,,Andreas,2026-05-31
9404caf7-a1b6-40e6-92b2-094089c02571,carpet,Teppich,A2,A2; Home & Living,Home & Living,mvp_start_word_world:Home & Living,structure_issue,approved_for_mvp,,Andreas,2026-05-31
c6004840-8093-422b-831b-0ee58c3a4693,closet,Schrank,A2,A2; Home & Living,Home & Living,mvp_start_word_world:Home & Living,structure_issue,approved_for_mvp,,Andreas,2026-05-31
4c380eef-1ec3-4918-a155-5e48972a52bb,coat hook,Garderobenhaken,A2,Home & Living,Home & Living,mvp_start_word_world:Home & Living,standard_review,approved_for_mvp,,Andreas,2026-05-31
ea0923ec-9982-4de6-b6e2-8fb39c117386,coffee maker,Kaffeemaschine,A2,Home & Living,Home & Living,mvp_start_word_world:Home & Living,standard_review,approved_for_mvp,,Andreas,2026-05-31
8da127fc-c717-42c3-ba46-e41ab874e42c,cushion cover,Kissenbezug,A2,Home & Living,Home & Living,mvp_start_word_world:Home & Living,standard_review,approved_for_mvp,,Andreas,2026-05-31
d7205e24-aeed-4a9d-8b2d-6c576220b0ff,cutlery drawer,Besteckschublade,A2,Home & Living,Home & Living,mvp_start_word_world:Home & Living,standard_review,approved_for_mvp,,Andreas,2026-05-31
014bd344-934a-4b03-806c-da49af6a0055,detergent,Waschmittel,A2,Home & Living,Home & Living,mvp_start_word_world:Home & Living,standard_review,approved_for_mvp,,Andreas,2026-05-31
074263be-688b-42ed-b91e-801a031f2e62,dish rack,Abtropfgestell,A2,Home & Living,Home & Living,mvp_start_word_world:Home & Living,standard_review,approved_for_mvp,,Andreas,2026-05-31
95fc52db-8ee1-40c9-b53d-7bf385ff0e48,dish soap,Spülmittel,A2,Home & Living,Home & Living,mvp_start_word_world:Home & Living,standard_review,approved_for_mvp,,Andreas,2026-05-31
84377fc9-f656-400c-9a78-9b86bc28051a,dishwasher,Geschirrspüler,A2,Home & Living,Home & Living,mvp_start_word_world:Home & Living,standard_review,approved_for_mvp,,Andreas,2026-05-31
84c00e03-945e-4983-90f6-4353711a7408,dryer,Trockner,A2,Home & Living,Home & Living,mvp_start_word_world:Home & Living,standard_review,approved_for_mvp,,Andreas,2026-05-31
7424b315-c819-4b49-bcfc-a2724a56393f,dustpan,Kehrblech,A2,Home & Living,Home & Living,mvp_start_word_world:Home & Living,standard_review,approved_for_mvp,,Andreas,2026-05-31
e91816e8-5034-404e-92ab-edb0e167ce2d,electricity,Strom,A2,A2; Home & Living,Home & Living,mvp_start_word_world:Home & Living,structure_issue,approved_for_mvp,,Andreas,2026-05-31
6a03c0f4-c1cb-4c7d-903b-347be6093d5f,extension cord,Verlängerungskabel,A2,Home & Living,Home & Living,mvp_start_word_world:Home & Living,standard_review,approved_for_mvp,,Andreas,2026-05-31
a2abb2f1-ee45-4374-89d3-54d44f07c707,fan,Fan,A2,A2; Home & Living; Music & Entertainment,Home & Living; Music & Entertainment,mvp_start_word_world:Home & Living,same_base_and_translation,fix_translation_later,"""fan"" im Home-Kontext sollte vermutlich ""Ventilator"" statt ""Fan"" sein.",Andreas,2026-05-31
5b6466a6-656b-4365-b16e-c49f70ae5ca8,flat share,Wohngemeinschaft (WG),A2,Home & Living,Home & Living,mvp_start_word_world:Home & Living,standard_review,approved_for_mvp,,Andreas,2026-05-31
7a779e43-63e1-409e-a6e3-13d14b1e20de,folding table,Klapptisch,A2,Home & Living,Home & Living,mvp_start_word_world:Home & Living,standard_review,approved_for_mvp,,Andreas,2026-05-31
29a0c367-5c5e-4f74-9231-ff6233ccdda4,freezer,Gefrierschrank,A2,Food & Cooking; Home & Living,Food & Cooking; Home & Living,mvp_start_word_world:Home & Living,standard_review,approved_for_mvp,,Andreas,2026-05-31
530c9a7d-899a-444d-91a3-1a810985b572,fridge,Kühlschrank,A2,Food & Cooking; Home & Living,Food & Cooking; Home & Living,mvp_start_word_world:Home & Living,standard_review,approved_for_mvp,,Andreas,2026-05-31
76e2f62b-7f94-4669-aff6-1243d7cc8228,furnished,möbliert,A2,Home & Living,Home & Living,mvp_start_word_world:Home & Living,standard_review,approved_for_mvp,,Andreas,2026-05-31
83352e4f-1136-4db1-852f-4c4471c9cbb7,gas,Gas,A2,A2; Home & Living,Home & Living,mvp_start_word_world:Home & Living,same_base_and_translation,approved_for_mvp,,Andreas,2026-05-31
cd3546c8-de97-4192-b071-d25f3dae5ffd,guest room,Gästezimmer,A2,Home & Living,Home & Living,mvp_start_word_world:Home & Living,standard_review,approved_for_mvp,,Andreas,2026-05-31
